subject,gene,annotation,group
VFG037170(gb|WP_001081754), (plc1, phospholipase C [Phospholipase C (VF0470, - Exotoxin (VFC0235
VFG016363(gb|WP_000812460), (hal, heme-acquisition leucine-rich repeat protein [Hal (VF0587, - Nutritional/Metabolic factor (VFC0272
VFG016364(gb|WP_000794533), (hal, heme-acquisition leucine-rich repeat protein [Hal (VF0587, - Nutritional/Metabolic factor (VFC0272
VFG016365(gb|WP_000739718), (hal, heme-acquisition leucine-rich repeat protein [Hal (VF0587, - Nutritional/Metabolic factor (VFC0272
VFG016366(gb|WP_000812436), (hal, heme-acquisition leucine-rich repeat protein [Hal (VF0587, - Nutritional/Metabolic factor (VFC0272
VFG016367(gb|WP_000739720), (hal, heme-acquisition leucine-rich repeat protein [Hal (VF0587, - Nutritional/Metabolic factor (VFC0272
VFG016371(gb|WP_001034173), (BC_RS26245, SGNH/GDSL hydrolase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016372(gb|WP_000727039), (BC_RS26250, LytR family transcriptional regulator [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016373(gb|WP_001108298), (BC_RS26255, oligosaccharide flippase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016374(gb|WP_000908873), (BC_RS26260, glycosyltransferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016375(gb|WP_001169436), (BC_RS26265, O-antigen polysaccharide polymerase Wzy family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016376(gb|WP_001057959), (BC_RS26270, glycosyltransferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016377(gb|WP_000286451), (BC_RS26275, sugar transferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016378(gb|WP_000686358), (BC_RS26280, SDR family oxidoreductase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016379(gb|WP_000747555), (BC_RS26285, ATP-grasp domain-containing protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016380(gb|WP_000609547), (BC_RS26290, DegT/DnrJ/EryC1/StrS aminotransferase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016381(gb|WP_033685340), (BC_RS26295, polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016382(gb|WP_000757832), (galU, UTP--glucose-1-phosphate uridylyltransferase GalU [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016383(gb|WP_011110492), (BC_RS26305, tyrosine protein phosphatase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016384(gb|WP_001207193), (BC_RS26310, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016385(gb|WP_000393128), (BC_RS26315, capsular polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016386(gb|WP_000467955), (BC_RS26320, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016387(gb|WP_000996578), (galE, UDP-glucose 4-epimerase GalE [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016388(gb|WP_001034201), (BCE_RS25800, SGNH/GDSL hydrolase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016389(gb|WP_000727070), (BCE_RS25805, LytR family transcriptional regulator [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016390(gb|WP_001109538), (BCE_RS25810," GDP-mannose 4,6-dehydratase [Polysaccharide capsule (VF0659", - Immune modulation (VFC0258
VFG016391(gb|WP_000276545), (BCE_RS25815, UDP-glucose/GDP-mannose dehydrogenase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016392(gb|WP_001256705), (BCE_RS25820, polysaccharide biosynthesis C-terminal domain-containing protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016393(gb|WP_001208782), (BCE_RS28105, glycosyltransferase family 2 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016394(gb|WP_000608671), (BCE_RS25830, glycosyl transferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016395(gb|WP_000410612), (BCE_RS25835, O-antigen ligase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016396(gb|WP_165609434), (BCE_RS25840, glycosyltransferase family 1 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016397(gb|WP_000278729), (BCE_RS25845, glycosyltransferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016398(gb|WP_000606280), (BCE_RS25850, glycosyltransferase family 2 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016399(gb|WP_001257886), (BCE_RS25855, sugar transferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016400(gb|WP_000502776), (BCE_RS25860, DegT/DnrJ/EryC1/StrS family aminotransferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016401(gb|WP_000122128), (BCE_RS25865, polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016402(gb|WP_000757828), (galU, UTP--glucose-1-phosphate uridylyltransferase GalU [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016403(gb|WP_000566212), (BCE_RS25875, hypothetical protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016404(gb|WP_001207191), (BCE_RS25880, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016405(gb|WP_000393162), (BCE_RS25885, capsular polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016406(gb|WP_000467958), (BCE_RS25890, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016407(gb|WP_001034195), (BT9727_RS25805, SGNH/GDSL hydrolase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016408(gb|WP_001227554), (BT9727_RS25810, LytR family transcriptional regulator [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016409(gb|WP_001103738), (BT9727_RS25815, serine O-acetyltransferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016410(gb|WP_000717669), (BT9727_RS25820, nucleotide sugar dehydrogenase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016411(gb|WP_000650924), (BT9727_RS25825, glycosyltransferase family 4 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016412(gb|WP_000720341), (murJ, murein biosynthesis integral membrane protein MurJ [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016413(gb|WP_000867979), (wzy, O-antigen polysaccharide polymerase Wzy [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016414(gb|WP_042515430), (BT9727_RS25840, glycosyltransferase family 4 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016415(gb|WP_000039947), (BT9727_RS25845, alginate lyase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016416(gb|WP_000060578), (BT9727_RS25850, sugar transferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016417(gb|WP_000757774), (galU, UTP--glucose-1-phosphate uridylyltransferase GalU [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016418(gb|WP_042515428), (BT9727_RS25860, tyrosine protein phosphatase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016419(gb|WP_001207182), (BT9727_RS25865, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016420(gb|WP_000393150), (BT9727_RS25870, capsular polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016421(gb|WP_000467939), (BT9727_RS25875, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016422(gb|WP_001034160), (BALH_RS26185, SGNH/GDSL hydrolase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016423(gb|WP_000727056), (BALH_RS26190, LytR family transcriptional regulator [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016424(gb|WP_000276321), (manA," mannose-6-phosphate isomerase, class I [Polysaccharide capsule (VF0659", - Immune modulation (VFC0258
VFG016425(gb|WP_000780148), (BALH_RS26200, cupin domain-containing protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016426(gb|WP_011733519), (BALH_RS26205, glycosyltransferase family 4 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016427(gb|WP_001227282), (BALH_RS26210, glycosyltransferase family 4 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016428(gb|WP_001017616), (BALH_RS26215, UDP-glucose/GDP-mannose dehydrogenase family protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016429(gb|WP_000356463), (BALH_RS26220, hypothetical protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016430(gb|WP_000722084), (BALH_RS26225, glycosyltransferase family 4 protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016431(gb|WP_000118128), (BALH_RS26230, lipopolysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016432(gb|WP_000059856), (BALH_RS26235, sugar transferase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016433(gb|WP_000757777), (galU, UTP--glucose-1-phosphate uridylyltransferase GalU [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016434(gb|WP_000566198), (BALH_RS26245, hypothetical protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016435(gb|WP_001207181), (BALH_RS26250, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016436(gb|WP_000393155), (BALH_RS26255, capsular polysaccharide biosynthesis protein [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG016437(gb|WP_000467931), (BALH_RS26260, CpsD/CapB family tyrosine-protein kinase [Polysaccharide capsule (VF0659, - Immune modulation (VFC0258
VFG042980(gb|WP_000719303), (BC_RS12545, LPXTG cell wall anchor domain-containing protein [Bcp pili (VF0669, - Adherence (VFC0001
VFG042981(gb|WP_000828081), (BC_RS12550, class C sortase [Bcp pili (VF0669, - Adherence (VFC0001
VFG042982(gb|WP_001239465), (BC_RS12555, choice-of-anchor A family protein [Bcp pili (VF0669, - Adherence (VFC0001
VFG043406(gb|WP_000502570), (BCE_RS08690, flagellar motor protein MotP [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043407(gb|WP_000596046), (BCE_RS08695, OmpA family protein [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043408(gb|WP_000940577), (BCE_RS08700, response regulator [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043409(gb|WP_001192590), (BCE_RS08705, chemotaxis protein CheA [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043410(gb|WP_001114998), (fliY, flagellar motor switch protein [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043411(gb|WP_000582894), (BCE_RS08725, protein-glutamate O-methyltransferase CheR [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043412(gb|WP_001239726), (flgK, flagellar hook-associated protein FlgK [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043413(gb|WP_001266388), (BCE_RS08750, flagellar hook-associated protein 3 [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043414(gb|WP_000929239), (BCE_RS08755, flagellar hook-associated protein 2 [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043415(gb|WP_001149522), (BCE_RS08760, flagellar protein FliS [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043416(gb|WP_001113122), (flgB, flagellar basal body rod protein FlgB [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043417(gb|WP_000484677), (flgC, flagellar basal body rod protein FlgC [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043418(gb|WP_000701665), (fliE, flagellar hook-basal body complex protein FliE [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043419(gb|WP_000413179), (fliF, flagellar M-ring protein FliF [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043420(gb|WP_000883351), (fliG, flagellar motor switch protein FliG [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043421(gb|WP_000051736), (fliH, flagellar assembly protein FliH [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043422(gb|WP_001080960), (fliI, flagellar protein export ATPase FliI [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043423(gb|WP_001143467), (BCE_RS08815, flagellar hook assembly protein FlgD [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043424(gb|WP_000588316), (BCE_RS08820, flagellar hook protein FlgE [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043425(gb|WP_000075952), (BCE_RS08835, chemotaxis protein [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043426(gb|WP_001219700), (BCE_RS08845, flagellin [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043427(gb|WP_001222346), (BCE_RS08850, flagellin [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043428(gb|WP_000775712), (BCE_RS08860, flagellar motor switch protein FliN [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043429(gb|WP_000012187), (fliM, flagellar motor switch protein FliM [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043430(gb|WP_000680025), (fliN, flagellar motor switch protein FliN [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043431(gb|WP_001220586), (BCE_RS08880, flagellar type III secretion system pore protein FliP [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043432(gb|WP_001098085), (BCE_RS08885, flagellar biosynthetic protein FliQ [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043433(gb|WP_001055716), (fliR, flagellar type III secretion system protein FliR [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043434(gb|WP_000472544), (flhA, flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043435(gb|WP_000446200), (flhF, flagellar biosynthesis protein FlhF [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043436(gb|WP_001013941), (flgG, flagellar basal-body rod protein FlgG [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043437(gb|WP_001256752), (motB, flagellar motor protein MotB [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043438(gb|WP_000344868), (motA, flagellar motor stator protein MotA [Peritrichous flagella (VF0670, - Motility (VFC0204
VFG043654(gb|AAO86513), (vip2Ac, Vip2Ac [Vegetative insecticidal protein (VF0673, - Exotoxin (VFC0235
VFG043655(gb|AAO86514), (vip1Ac, Vip1Ac [Vegetative insecticidal protein (VF0673, - Exotoxin (VFC0235
VFG043667(gb|EEL52756), (bcere0023_57130, ADP-ribosyltransferase [C3cer (VF0674, - Exotoxin (VFC0235
VFG043798(gb|WP_000095606), (plcA, phosphatidylinositol diacylglycerol-lyase [Phosphatidylinositol-specific phospholipase C (PI-PLC, (VF0661
VFG043808(gb|WP_000676783), (sph, sphingomyelin phosphodiesterase [Sphingomyelinase (SMase, (VF0663
VFG043812(gb|WP_000727443), (BC_RS14930, immune inhibitor A [InhA (VF0536, - Exoenzyme (VFC0251
VFG043823(gb|BAA04468), (cryIA(a,, insecticidal crystal protein [Insecticidal crystalline toxins (VF0658
VFG043824(gb|CAA38701), (CAA38701, unknown protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043825(gb|AAC44841), (CryIA(c,, crystal protein [Insecticidal crystalline toxins (VF0658
VFG043826(gb|AAA22340), (cryIA(d,, unknown protein [Insecticidal crystalline toxins (VF0658
VFG043827(gb|AAA22410), (endI, delta-endotoxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043828(gb|AAB82749), (icp, insecticidal crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043829(gb|AAD46137), (cry1, lepidoteran-specific toxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043830(gb|AAQ14326), (AAQ14326, delta-endotoxin Cry1A [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043831(gb|AAO39719), (AAO39719, insecticidal crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043832(gb|CAA29898), (CAA29898, unknown protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043833(gb|AAA22344), (cryI ET5, crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043834(gb|CAA86568), (cryIBc, delta-endotoxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043835(gb|AAD10292), (cryLa1, insecticidal crystal protein CryE1 [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043836(gb|AAC32850), (AAC32850, Cry1Be1 delta-endotoxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043837(gb|CAC50778), (CAC50778, unknown protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043838(gb|AAO39720), (AAO39720, insecticidal crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043839(gb|AAX53094), (cry1Ca, insecticidal crystal protein Cry1C [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043840(gb|CAA38099), (CAA38099, unknown protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043841(gb|CAA80234), (CAA80234, crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043842(gb|ABK35074), (cry, insecticidal delta endotoxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043843(gb|CAA37933), (BtXI, crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043844(gb|AAA22346), (cryIE(b,, unknown protein [Insecticidal crystalline toxins (VF0658
VFG043845(gb|AAA22348), (CryIF, insecticidal crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043846(gb|AAO13295), (cry1Fb, crystal delta-endotoxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043847(gb|CAA80233), (CAA80233, crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043848(gb|AAD10291), (cry1Gb1, insecticidal crystal protein CryH2 [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043849(gb|CAA80236), (CAA80236, crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043850(gb|AAA79694), (AAA79694, crystal toxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043851(gb|AAA22354), (cryV, insecticidal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043852(gb|AAA82114), (cryV465, unknown protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043853(gb|AAC62933), (AAC62933, crystal protein toxin [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
VFG043854(gb|AAD44366), (NRcryV, insecticidal crystal protein [Insecticidal crystalline toxins (VF0658, - Exotoxin (VFC0235
